48                                                                         
===========================================================================
                                                                           
                  KPP Standalone Atmospheric Chemical State                
File Description:                                                          
This file contains model output of the atmospheric chemical state          
as simulated by the GEOS-Chem chemistry module in a 3D setting.            
Each grid cell represents the chemical state of an individual location,    
suitable for input into a separate KPP Standalone program which will       
replicate the chemical evolution of that grid cell for mechanism analysis. 
Note that the KPP Standalone will only use concentrations, rate constants, 
and KPP-specific fields. All other fields are for reference. The first line
contains the number of lines in this header. If wanting to use this output 
for other analysis, a Python class to read these fields is available by    
request, contact Obin Sturm (psturm@usc.edu).                              
                                                                           
Generated by the GEOS-Chem Model                                           
       (https://geos-chem.org/)                                            
Using the KPP Standalone Interface                                         
github.com/GEOS-ESM/geos-chem/tree/feature/psturm/kpp_standalone_interface 
     With contributions from:                                              
        Obin Sturm (psturm@usc.edu)                                        
        Christoph Keller                                                   
        Michael Long                                                       
        Sam Silva                                                          
                                                                           
Meteorological and general grid cell metadata    
Location:                                        Beijing
IEPOXD,   0.1442702830805874E+04
MVKDH,   0.1849508049612781E+06
PHEN,   0.6743065979240134E+08
PIP,   0.8167446156122749E+06
ETHP,   0.3760716219796737E+08
HPALD1OO,   0.3976332952948804E-07
SO4,   0.5575080956448196E+11
HPALD2OO,   0.1842449595925098E-05
C3H8,   0.6580496174372583E+11
IDCHP,   0.3403067689047770E+03
INA,   0.1311257373082687E-05
HPALD4,   0.1811043958585358E+06
Br2,   0.1100831081758089E+05
HPALD3,   0.5514992121742772E+04
IEPOXA,   0.2067125201519981E+05
IEPOXB,   0.1127760591493828E+05
MCRDH,   0.1228901758190398E+05
EOH,   0.6607085206386980E+11
HONIT,   0.1242500317585665E-02
BrCl,   0.6616758481666051E+05
MACR1OOH,   0.9671446016763883E+04
MP,   0.1065686935146700E+10
SALCAL,   0.1120569793240006E-02
IHN2,   0.8575111261658903E-05
IHN3,   0.1426043547472750E+01
IDHDP,   0.5175656020780997E+04
MCT,   0.3497597127212082E+07
I2,   0.4981218560868793E+14
C4HVP1,   0.0000000000000000E+00
C4HVP2,   0.0000000000000000E+00
IDNOO,   0.1972225006866904E-09
SALAAL,   0.4177280042017358E-01
AROMP5,   0.3032020034279350E+04
CH3Cl,   0.1464979976877486E+11
ICNOO,   0.2229150337409803E-03
INPD,   0.6616683051278342E-01
ISOPNOO2,   0.1297706055126308E-13
MPAN,   0.3558758708816536E+07
MTPA,   0.1763812179356158E+09
MTPO,   0.5569552889788204E+08
MVKPC,   0.6877214935803887E+06
RIPA,   0.8517323717731006E+05
ROH,   0.4061601567421934E+06
AROMP4,   0.1963222624667651E+03
BENZO,   0.3068120088610019E+07
C2H6,   0.1735389531741626E+12
RIPB,   0.3596307755298724E+05
MCRENOL,   0.6170107418458622E+06
IDHPE,   0.4510092344230966E+05
RIPD,   0.1538727346345939E+04
IDHNDOO1,   0.1771693353622311E-11
ISOPNOO1,   0.0000000000000000E+00
IDHNDOO2,   0.4686078670812779E-11
MVKHC,   0.1151088060484353E+06
LIMO,   0.2118919861350688E+08
RIPC,   0.1990771385227159E+04
HPETHNL,   0.2206267657612703E+05
N2O5,   0.1401616650032463E+01
ICHE,   0.1176423237001054E+06
MCRHNB,   0.2771681249767795E+01
BrNO3,   0.1172947966317992E-02
H,   0.6216284487152619E-12
MONITS,   0.1025646587653026E+04
ETOO,   0.2637593375757233E+00
BZCO3,   0.5709003507620132E+06
INPB,   0.1838695869003343E+03
IHPOO1,   0.1670870041373771E-09
IHPOO2,   0.4768349246225203E-10
AROMRO2,   0.3134488407271477E+05
MVKHCB,   0.1629644198709347E+06
HPALD1,   0.6105720635230087E+04
IHPOO3,   0.2813602892501959E-09
HPALD2,   0.2487249885131977E+06
IHPNDOO,   0.1516508942336977E-13
CH4,   0.6413044302139997E+14
BENZO2,   0.2465783655851324E+07
HC5A,   0.5072905709936064E+06
HNO2,   0.8525740815692846E+10
ICHOO,   0.1467410199462828E-10
CH3CHOO,   0.1359861488296197E-14
ATOOH,   0.3044729375275224E+08
Cl2,   0.4735365483409282E+06
PROPNN,   0.3255919681598459E+07
MONITU,   0.4341408198279605E+03
MCRHN,   0.1206888829438594E+01
PRN1,   0.5433366490570176E+04
R4N2,   0.6407243458167418E+03
IONO,   0.3313107983243786E+12
MVKOHOO,   0.3616867658827106E-02
MCROHOO,   0.2452675556329100E-07
ICPDH,   0.1393770274150725E+04
MACR1OO,   0.1095612208015128E+06
ETHLN,   0.1504831475722312E+06
PO2,   0.1612810645552266E+01
NPHEN,   0.6214442757117238E+04
HCOOH,   0.1672242004120760E+12
H2O2,   0.3117784541616176E+09
ITCN,   0.1346600894017977E-01
IHN4,   0.9084082351595475E+01
OLNN,   0.1237437964152175E+04
OLND,   0.1024183339842718E+05
ETO2,   0.3339635176071126E+01
MOH,   0.9277901237022385E+11
ACTA,   0.9941165256736954E+09
IHN1,   0.4735699779400414E+02
ACET,   0.8215149379623137E+11
IHPNBOO,   0.1947016777667088E-11
GLYX,   0.1766483738204901E+08
ISOP,   0.1203520574782764E+09
LIMO2,   0.5522630674281831E-03
MEK,   0.2751213672518024E+11
IO,   0.6671502960055051E+05
IEPOXAOO,   0.5034085167488948E-10
IEPOXBOO,   0.1189694836883926E-10
MVKHP,   0.5166277125136319E+06
MCRHP,   0.3539241964918078E+06
IDHNBOO,   0.1691724669732973E+03
MGLY,   0.1151735962284400E+10
CH2OO,   0.8088576389849288E-15
ClNO2,   0.1065845576213978E+09
GLYC,   0.7840534786934361E+10
A3O2,   0.3861667155995023E+07
PIO2,   0.1834799428456311E-02
OTHRO2,   0.2874151143844508E+08
ICN,   0.1853443428266801E+07
MVKN,   0.1684420580803340E+01
ITHN,   0.8522523075693068E-01
IDN,   0.2125575165733714E+02
IHOO4,   0.9796193577904957E-03
IHOO1,   0.3096932485757059E-02
INO2D,   0.3567837301421969E+03
INO2B,   0.6586029013233600E+03
MVK,   0.3895414112084697E+09
MACRNO2,   0.2605624204290140E-13
HAC,   0.2162080992132292E+08
MACR,   0.2147413341026408E+09
ATO2,   0.7247291436094178E-02
PRPE,   0.7388753852936174E+11
KO2,   0.2368376959302832E+03
RCO3,   0.1348986705997912E+08
R4O2,   0.5512109037082342E+04
R4N1,   0.4368130203103403E+00
B3O2,   0.1662387642845000E+08
RCHO,   0.1029630440947693E+11
HOBr,   0.1100635022331661E+00
MCO3,   0.2833419171136089E+08
ClNO3,   0.1195256835237133E-01
CH2O,   0.4267270723071190E+11
ALD2,   0.4478906664812438E+11
HNO3,   0.2284159652475635E+09
MO2,   0.1394350001389870E+09
CO,   0.3465812541980784E+14
HOI,   0.4263742551677998E+09
I,   0.2115579960187551E+17
IONO2,   0.2667006863649932E+00
HOCl,   0.1140355887407010E+07
O1D,   0.0000000000000000E+00
Br,   0.7230565469895693E-10
BrO,   0.9417417842762022E-19
HCl,   0.2246683062510476E+06
SO2,   0.4762242853100073E+12
BrSALC,   0.2134260311757697E+00
H2O,   0.1046673573419124E+18
NO,   0.4247993639083090E+11
SALACL,   0.2704044127326782E+08
NO3,   0.2133357435739994E+04
O3,   0.2782950112007994E-06
BrSALA,   0.2423984771291159E+05
HO2,   0.2744808889368235E+02
ClO,   0.4047240547818320E+02
OH,   0.8895440896749172E-06
SALCCL,   0.4405419527867513E+01
O,   0.0000000000000000E+00
HBr,   0.3692221687679019E-07
Cl,   0.1139925326811263E-03
NO2,   0.4769143727526907E+10
H2,   0.1323026086022174E+14
N2,   0.2067773241415970E+20
O2,   0.5548136254559868E+19
RCOOH,   0.2648274863298850E+00
R1,   0.0000000000000000E+00
R2,   0.0000000000000000E+00
R3,   0.0000000000000000E+00
R4,   0.0000000000000000E+00
R5,   0.0000000000000000E+00
R6,   0.0000000000000000E+00
R7,   0.0000000000000000E+00
R8,   0.0000000000000000E+00
R9,   0.0000000000000000E+00
R10,   0.0000000000000000E+00
R11,   0.0000000000000000E+00
R12,   0.0000000000000000E+00
R13,   0.1306125063219363E-13
R14,   0.5633825441797428E-13
R15,   0.1693149913550484E-14
R16,   0.1669776366572876E-16
R17,   0.7732269875065597E-17
R18,   0.1800000000000000E-11
R19,   0.6801111774004697E-11
R20,   0.1187856520393073E-09
R21,   0.1800000000000000E-11
R22,   0.8827182408132897E-11
R23,   0.4488997706542727E-11
R24,   0.2524666560669123E-12
R25,   0.3936901684824494E-14
R26,   0.8303382066923266E-11
R27,   0.2491762148721596E-14
R28,   0.6213726053685217E-11
R29,   0.2719172281470610E-12
R30,   0.1147457567596921E-12
R31,   0.1600000000000000E-09
R32,   0.7845159822046276E-11
R33,   0.7845159822046276E-11
R34,   0.8652150472316413E-11
R35,   0.1215430843441995E-10
R36,   0.2087935993488316E-12
R37,   0.8618009449459809E-11
R38,   0.7424103252456706E-11
R39,   0.1558967316575907E-11
R40,   0.5158210195995977E-02
R41,   0.4105896714557432E-11
R42,   0.3500000000000000E-11
R43,   0.2674301055079618E-10
R44,   0.2000000000000000E-10
R45,   0.1366656099068281E-11
R46,   0.2038458923895630E-02
R47,   0.4000000000000000E-12
R48,   0.8304942020575600E-12
R49,   0.3444116072705968E-15
R50,   0.5800000000000000E-15
R51,   0.1646314635570016E-10
R52,   0.1430062921405061E-14
R53,   0.1003096910252247E-10
R54,   0.1022884181504681E-04
R55,   0.2155209969609968E-10
R56,   0.1899572857368130E-12
R57,   0.9499526819508729E-11
R58,   0.2619732319470269E-12
R59,   0.9761500051455756E-11
R60,   0.9068907649326314E-12
R61,   0.1890975671853794E-12
R62,   0.9703402065151272E-11
R63,   0.6082878768639463E-12
R64,   0.9600538911531409E-11
R65,   0.2096691524370838E-11
R66,   0.8214242017216247E-11
R67,   0.1386296894315162E-11
R68,   0.9600538911531409E-11
R69,   0.8602512180110273E-11
R70,   0.9600538911531409E-11
R71,   0.9367651017519963E-11
R72,   0.5872402803047995E-12
R73,   0.9600538911531409E-11
R74,   0.1923709855242515E-16
R75,   0.1600000000000000E-11
R76,   0.8840447890784166E-12
R77,   0.2651725457773805E-10
R78,   0.7574874303619841E-11
R79,   0.7724297645489294E-05
R80,   0.2297554070173675E-10
R81,   0.6500000000000000E-14
R82,   0.1601569738582206E-12
R83,   0.5920000000000000E-12
R84,   0.5920000000000000E-12
R85,   0.9356112080926369E-11
R86,   0.9356112080926369E-11
R87,   0.1087331944540092E-10
R88,   0.2022437323854658E-10
R89,   0.1685106914331692E-10
R90,   0.1685106914331692E-10
R91,   0.1082487947447955E-11
R92,   0.3000000000000000E-12
R93,   0.3000000000000000E-12
R94,   0.8000000000000000E-15
R95,   0.8370000000000000E-13
R96,   0.8370000000000000E-13
R97,   0.4593109091928188E-11
R98,   0.8370000000000000E-13
R99,   0.8370000000000000E-13
R100,   0.8370000000000000E-13
R101,   0.3350000000000000E-11
R102,   0.5670730996787276E-11
R103,   0.6800000000000000E-13
R104,   0.6800000000000000E-13
R105,   0.9482546027965915E-11
R106,   0.9482546027965915E-11
R107,   0.1685106914331692E-10
R108,   0.1685106914331692E-10
R109,   0.1864331294632794E-10
R110,   0.2769327712384376E-10
R111,   0.6639577849380639E-17
R112,   0.5977233749878582E-11
R113,   0.2022766250121418E-11
R114,   0.6952860182249913E-14
R115,   0.1063047405602745E-10
R116,   0.1527059371876042E-10
R117,   0.1024919270693600E-14
R118,   0.3967619608300904E-14
R119,   0.4856699383267186E-11
R120,   0.1522102501135158E-11
R121,   0.1812644822041218E-10
R122,   0.1069419154689466E-10
R123,   0.1069419154689466E-10
R124,   0.1812644822041218E-10
R125,   0.1812644822041218E-10
R126,   0.1265548150240623E-11
R127,   0.1812644822041218E-10
R128,   0.1130864681110785E-10
R129,   0.3000000000000000E-13
R130,   0.1400000000000000E-17
R131,   0.1776002182212233E-10
R132,   0.1224829091180850E-10
R133,   0.1145215200254095E-10
R134,   0.1145215200254095E-10
R135,   0.1145215200254095E-10
R136,   0.1145215200254095E-10
R137,   0.1145215200254095E-10
R138,   0.1145215200254095E-10
R139,   0.1145215200254095E-10
R140,   0.1145215200254095E-10
R141,   0.1145215200254095E-10
R142,   0.1145215200254095E-10
R143,   0.1531036363976062E-10
R144,   0.1145215200254095E-10
R145,   0.1182758259655787E-15
R146,   0.4947137674761860E-11
R147,   0.1078908830003385E+00
R148,   0.4349464270822050E-11
R149,   0.5996993069034512E-11
R150,   0.1297244469788620E-11
R151,   0.1063957813126977E-11
R152,   0.9469542707935430E-12
R153,   0.2383934787834383E-10
R154,   0.1560533259326667E-11
R155,   0.1135483658454066E-10
R156,   0.2774437088686036E-11
R157,   0.6322317276135703E-12
R158,   0.2258116429987485E-10
R159,   0.4900000000000000E-10
R160,   0.5011885415746155E-10
R161,   0.2525353145609517E-10
R162,   0.2525175122224102E-13
R163,   0.4206991843058800E-10
R164,   0.1600000000000000E-10
R165,   0.9357851000639001E-12
R166,   0.3397743948926645E-11
R167,   0.1590270957424165E-20
R168,   0.1911677542279754E-19
R169,   0.1340249296284895E-16
R170,   0.5654247311636963E-11
R171,   0.3631493054842115E-11
R172,   0.2441011084200365E-12
R173,   0.9523433650365973E-13
R174,   0.2198283503669724E-13
R175,   0.2025970251462506E-09
R176,   0.3203232552510752E-10
R177,   0.4027995202004145E-10
R178,   0.1200000000000000E-09
R179,   0.1279466093286619E-09
R180,   0.1750000000000000E-09
R181,   0.1941017340129432E-13
R182,   0.4575752636790363E-14
R183,   0.4109549742094556E-14
R184,   0.3456279727885131E-10
R185,   0.6193547227931270E-10
R186,   0.2400000000000000E-09
R187,   0.7231345423136929E-14
R188,   0.1489550159989153E-14
R189,   0.8817471698036620E-11
R190,   0.1300000000000000E-10
R191,   0.1940860238957535E-11
R192,   0.4541047417729696E-11
R193,   0.9952817644374045E-15
R194,   0.1412941861483416E-11
R195,   0.2548621064987076E-10
R196,   0.8050000000000001E-10
R197,   0.3631845019153894E-16
R198,   0.3017368791689039E-10
R199,   0.1287443006072349E-10
R200,   0.4373151567381767E-10
R201,   0.1030227945296004E-12
R202,   0.1500000000000000E-09
R203,   0.1500000000000000E-09
R204,   0.2700000000000000E-09
R205,   0.3300000000000000E-09
R206,   0.2600000000000000E-09
R207,   0.1800000000000000E-09
R208,   0.2700000000000000E-09
R209,   0.6600000000000000E-09
R210,   0.1020000000000000E-09
R211,   0.2300000000000000E-09
R212,   0.1400000000000000E-09
R213,   0.1500000000000000E-09
R214,   0.1000000000000000E-09
R215,   0.2600000000000000E-09
R216,   0.2000000000000000E-09
R217,   0.2000000000000000E-09
R218,   0.2320000000000000E-09
R219,   0.1423297305464714E-09
R220,   0.6020277215385516E-10
R221,   0.1600000000000000E-09
R222,   0.4824732662734779E-13
R223,   0.2045586780861232E-11
R224,   0.1968957256186884E-10
R225,   0.1380995231804769E-11
R226,   0.1231920358293981E-10
R227,   0.6804437300017174E-11
R228,   0.7273605735767601E-12
R229,   0.4898642629573272E-12
R230,   0.2585815287989893E-13
R231,   0.3628534175979000E-12
R232,   0.2531318995354032E-13
R233,   0.7908628103308285E-13
R234,   0.7838969343650861E-13
R235,   0.6640878531948427E-14
R236,   0.3222596092563283E-14
R237,   0.3787602740058839E-14
R238,   0.2127170455104025E-14
R239,   0.2834978860321146E-13
R240,   0.7114801466428427E-13
R241,   0.7265446163877199E-10
R242,   0.1114062708504557E-10
R243,   0.8149168207387470E-14
R244,   0.3153432292731612E-12
R245,   0.3725054268461672E-10
R246,   0.9247373048982916E-11
R247,   0.3810270127231294E-10
R248,   0.7438061010557129E-11
R249,   0.1830907325675601E-10
R250,   0.3038155050550292E-11
R251,   0.3141921419543687E-14
R252,   0.4174440916432189E-14
R253,   0.2440975284529570E-14
R254,   0.7239281854568612E-13
R255,   0.1264083848896501E+08
R256,   0.4280737456791907E-12
R257,   0.7228530585506496E+01
R258,   0.2420000000000000E-09
R259,   0.6973866864697971E-11
R260,   0.5901895214740018E-11
R261,   0.1172925005510932E-11
R262,   0.1714218057065875E-12
R263,   0.1060267967619863E-10
R264,   0.3632913305920416E-12
R265,   0.2734065500828660E-12
R266,   0.9123549979254371E-13
R267,   0.2000000000000000E-12
R268,   0.1600000000000000E-09
R269,   0.5700000000000000E-10
R270,   0.5586581345147238E-10
R271,   0.7400000000000000E-10
R272,   0.7400000000000000E-10
R273,   0.5500000000000000E-10
R274,   0.9600000000000000E-10
R275,   0.2800000000000000E-13
R276,   0.8128739536542815E-10
R277,   0.5859868088851597E-10
R278,   0.1786455069362510E-11
R279,   0.4654350546487230E-09
R280,   0.2050000000000000E-09
R281,   0.2356264875337175E-09
R282,   0.3600000000000000E-11
R283,   0.4304819710793876E-12
R284,   0.6311911208342040E-14
R285,   0.5729391107568851E-11
R286,   0.2139150214554144E+00
R287,   0.2342941325253832E-14
R288,   0.1500000000000000E-11
R289,   0.4310729761999653E-11
R290,   0.6373755534423264E-06
R291,   0.5360732137484170E-10
R292,   0.1200000000000000E-10
R293,   0.8643145921006618E-10
R294,   0.1000000000000000E-09
R295,   0.1500000000000000E-09
R296,   0.3800000000000000E-01
R297,   0.7844224310426186E-11
R298,   0.1329818947772808E-10
R299,   0.9874940109619030E-12
R300,   0.2886237567646005E-12
R301,   0.1800000000000000E-09
R302,   0.3000000000000000E-10
R303,   0.5000000000000000E-11
R304,   0.1026065816029982E-09
R305,   0.1979426498920168E-10
R306,   0.9186218183856375E-10
R307,   0.1049070577244259E+00
R308,   0.5381432585358023E-13
R309,   0.2400000000000000E-11
R310,   0.6700000000000000E-12
R311,   0.1200000000000000E-14
R312,   0.1000000000000000E-13
R313,   0.4250000000000000E-11
R314,   0.2800000000000000E-15
R315,   0.4456080838947726E-32
R316,   0.1400000000000000E-11
R317,   0.3800000000000000E-10
R318,   0.1200000000000000E-14
R319,   0.1000000000000000E-13
R320,   0.4250000000000000E-11
R321,   0.2650000000000000E-10
R322,   0.6000000000000000E-17
R323,   0.1000000000000000E-16
R324,   0.5961909891796595E-10
R325,   0.5961909891796595E-10
R326,   0.4000000000000000E-11
R327,   0.1500000000000000E-10
R328,   0.4633470709447861E-12
R329,   0.1184162572678909E-10
R330,   0.1200000000000000E-11
R331,   0.7323214876798035E-16
R332,   0.7323214876798035E-16
R333,   0.4919824247890869E-11
R334,   0.4919824247890869E-11
R335,   0.1796634682576776E-09
R336,   0.1727065335557493E-15
R337,   0.1220000000000000E-10
R338,   0.4000000000000000E-11
R339,   0.1500000000000000E-10
R340,   0.4633470709447861E-12
R341,   0.1184162572678909E-10
R342,   0.1200000000000000E-11
R343,   0.6769493973799105E-11
R344,   0.4000000000000000E-11
R345,   0.4000000000000000E-11
R346,   0.1846827703858681E-10
R347,   0.1846827703858681E-10
R348,   0.2082458745819263E-11
R349,   0.1259887541220654E-11
R350,   0.1416194428136263E-10
R351,   0.8593179750386140E-11
R352,   0.1200000000000000E-11
R353,   0.1200000000000000E-11
R354,   0.2625361029555087E-11
R355,   0.1593969196515589E-11
R356,   0.1110152663926151E-11
R357,   0.4800000000000000E-11
R358,   0.7290000000000000E-10
R359,   0.1670000000000000E-15
R360,   0.6210374477015558E-13
R361,   0.6210374477015558E-13
R362,   0.2780000000000000E-03
R363,   0.2780000000000000E-03
R364,   0.2087935993488316E-12
R365,   0.2133039965535337E-13
R366,   0.1693149913550484E-12
R367,   0.3762462047721781E-12
R368,   0.7100000000000000E-12
R369,   0.7820071006293892E-17
R370,   0.6977373046178490E-10
R371,   0.3565296154016630E-10
R372,   0.1049039314165638E-12
R373,   0.5452117514658089E-11
R374,   0.2287677670741204E-10
R375,   0.7092156551205139E-12
R376,   0.2250783513563761E-10
R377,   0.1078157226894946E-11
R378,   0.4599209450878908E-04
R379,   0.4938757056412127E-04
R380,   0.8003907193080921E-04
R381,   0.9798920578692582E-03
R382,   0.6711920040590271E-13
R383,   0.5477614496466644E-11
R384,   0.2963297077519775E-11
R385,   0.7487270215754705E-13
R386,   0.1801043351779480E-12
R387,   0.1167029224802246E-12
R388,   0.1939861283407593E-11
R389,   0.6013871659240726E-13
R390,   0.1908576479605102E-11
R391,   0.9142352039489748E-13
R392,   0.1737877810388551E-11
R393,   0.7573581735932342E-11
R394,   0.4659637067787865E-13
R395,   0.2424829945326393E-12
R396,   0.1593553248008108E-11
R397,   0.7569055213000182E-11
R398,   0.7058950606469323E-13
R399,   0.3673409444584232E-12
R400,   0.5977599435486738E-10
R401,   0.5977599435486738E-10
R402,   0.9043117392061368E-10
R403,   0.1438677766918854E-09
R404,   0.4894148321307943E-10
R405,   0.4353249293178663E-10
R406,   0.3164320035328412E-10
R407,   0.1015295452654163E-10
R408,   0.5912737523035294E-10
R409,   0.1788070938884861E-10
R410,   0.1040203823496950E-09
R411,   0.1259354603012692E-10
R412,   0.8464514544839402E-11
R413,   0.1451009290635301E-09
R414,   0.1451009290635301E-09
R415,   0.2887268554235268E-02
R416,   0.7396985708293381E-11
R417,   0.2203553203238026E-11
R418,   0.2747990619596953E-10
R419,   0.5284246221902282E-02
R420,   0.7558097710646840E-11
R421,   0.2042441200884569E-11
R422,   0.2747990619596953E-10
R423,   0.3404797823390646E-02
R424,   0.7979311970388622E-11
R425,   0.1621226941142786E-11
R426,   0.2747990619596953E-10
R427,   0.7554739155968315E-11
R428,   0.2463501898685320E-11
R429,   0.1049041087929910E-10
R430,   0.1935608634681323E-11
R431,   0.7119667158795506E-11
R432,   0.3404797823390646E-02
R433,   0.1347550434111841E+00
R434,   0.2647861406737145E-10
R435,   0.9217882798624803E-11
R436,   0.3826561129066057E-12
R437,   0.3404797823390646E-02
R438,   0.1347550434111841E+00
R439,   0.9293596230846684E-11
R440,   0.3069426806847241E-12
R441,   0.2647861406737145E-10
R442,   0.2647861406737145E-10
R443,   0.3826561129066057E-12
R444,   0.9217882798624803E-11
R445,   0.3404797823390646E-02
R446,   0.9600538911531409E-11
R447,   0.2647861406737145E-10
R448,   0.9600538911531409E-11
R449,   0.2647861406737145E-10
R450,   0.2934902644514462E-10
R451,   0.4898460647960096E-11
R452,   0.4192718063592088E-10
R453,   0.5687475810432827E-11
